2026-03-17 00:00:00,14974.1796875,111.44999694824219,15000.15591796875,109.59230560302734,False,0
2026-03-18 00:00:00,14770.48046875,111.23999786376953,15003.556256510417,109.61456329345702,False,0
2026-03-19 00:00:00,14730.740234375,111.11000061035156,15006.381458333333,109.63796844482422,False,0
2026-03-20 00:00:00,14508.1201171875,110.22000122070312,15007.6901953125,109.6574133682251,False,0
2026-03-23 00:00:00,14675.169921875,110.19000244140625,15010.367526041666,109.674651222229,False,0
2026-03-24 00:00:00,14620.3798828125,109.83000183105469,15012.681927083333,109.69165637969971,False,0
2026-03-25 00:00:00,14700.1796875,110.16000366210938,15016.07779296875,109.71315227508545,False,0
2026-03-26 00:00:00,14444.3603515625,109.76000213623047,15017.995859375,109.73191345214843,False,0
2026-03-27 00:00:00,14203.240234375,109.66999816894531,15018.672194010416,109.74997982025147,False,0
2026-03-30 00:00:00,14147.3095703125,110.3499984741211,15017.54392578125,109.77056453704834,False,0
2026-03-31 00:00:00,14560.75,110.36000061035156,15019.577194010417,109.7896809387207,False,0
2026-04-01 00:00:00,14665.6796875,110.36000061035156,15021.911061197916,109.80958099365235,False,0
2026-04-02 00:00:00,14683.2001953125,110.80999755859375,15024.133326822917,109.83246570587158,False,0
2026-04-06 00:00:00,14749.3095703125,110.76000213623047,15026.4919921875,109.8523087310791,False,0
2026-04-07 00:00:00,14760.6396484375,110.88999938964844,15029.531725260416,109.87240989685058,False,0
2026-04-08 00:00:00,15130.8603515625,110.91000366210938,15035.680794270833,109.89168067932128,True,15
2026-04-09 00:00:00,15225.1796875,110.95999908447266,15041.9737890625,109.91076034545898,True,14
2026-04-10 00:00:00,15209.3798828125,111.0199966430664,15047.358255208334,109.92945426940918,True,13
2026-04-13 00:00:00,15364.1103515625,111.27999877929688,15054.064921875,109.94915462493897,True,12
2026-04-14 00:00:00,15545.5498046875,111.52999877929688,15061.774388020833,109.96853733062744,True,11
2026-04-15 00:00:00,15670.76953125,111.43000030517578,15070.0578515625,109.98810626983642,True,10
2026-04-16 00:00:00,15711.7998046875,111.19000244140625,15078.3251171875,110.00510318756103,True,9
2026-04-17 00:00:00,15901.0302734375,111.4800033569336,15087.034388020833,110.0238459777832,True,8
